BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0011,,,Delegate Simmons,[{'Name': 'Delegate Simmons'}],Requiring the Sheriff of Anne Arundel County to appoint three majors at a salary determined by the County Council of Anne Arundel County.,Anne Arundel County - Sheriff - Appointment of Majors,In the House - First Reading Judiciary,Judiciary,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'd2', 'Name': 'Courts and Court Personnel - Local'}]","[{'Code': 'anneac', 'Name': 'Anne Arundel County'}, {'Code': 'countycou', 'Name': 'County Councils'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'sheriffs', 'Name': 'Sheriffs'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0012,,,Delegate Griffith,"[{'Name': 'Delegate Griffith'}, {'Name': 'Delegate Grammer'}]",Authorizing a local superintendent or the superintendent's designee to access the registry of juvenile sex offenders; and adding certain offenses to the list of offenses for which a person adjudicated delinquent is required to be included in the registry of juvenile sex offenders.,Juvenile Sex Offender Registry - Qualifying Offenses and Access,In the House - Hearing 1/29 at 2:00 p.m.,Judiciary,,,,2026-01-14,2026-01-29T14:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'e3', 'Name': 'Juvenile Law'}, {'Code': 'e2', 'Name': 'Criminal Law - Procedures'}]","[{'Code': 'agem', 'Name': 'Age of Majority'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; etc.'}, {'Code': 'injury', 'Name': 'Injury'}, {'Code': 'juvenijd', 'Name': 'Juvenile Justice and Delinquency'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'pornography', 'Name': 'Pornography -see also- Nudity and Sexual Displays; Obscenity'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'registration', 'Name': 'Registration -see also- Motor Vehicle Registration'}, {'Code': 'sexualof', 'Name': 'Sexual Offenses'}, {'Code': 'surveillance', 'Name': 'Surveillance'}, {'Code': 'vulnera', 'Name': 'Vulnerable Adults -see also- DevDisab; EldPers; PhysDisab'}, {'Code': 'weapons', 'Name': 'Weapons -see also- Guns'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0013,,SB0148,Delegate Vogel,"[{'Name': 'Delegate Vogel'}, {'Name': 'Delegate Reilly'}, {'Name': 'Delegate Feldmark'}]","Altering a certain subtraction modification under the Maryland income tax for retirement income attributable to an individual's employment as a public safety employee to include certain retirement income attributable to an individual's employment as a 9-1-1 specialist; and applying the Act to all taxable years beginning after December 31, 2025.",Income Tax - Subtraction Modification - Public Safety Employee Retirement Income (Supporting Our 9-1-1 Specialists Act),In the House - Hearing 1/29 at 1:00 p.m.,Ways and Means,,,,2026-01-14,2026-01-29T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'q3', 'Name': 'Taxes - Income'}]","[{'Code': 'emerges', 'Name': 'Emergency Services -see also- Ambul; Emergencies; etc.'}, {'Code': 'exemptions', 'Name': 'Exemptions'}, {'Code': 'incomet', 'Name': 'Income Tax'}, {'Code': 'publice', 'Name': 'Public Employees -see also- State Employees'}, {'Code': 'retirement', 'Name': 'Retirement -see also- Mandatory Retirement'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0014,,,Delegate Foley,[{'Name': 'Delegate Foley'}],"Altering the contents of a certain bullying, harassment, or intimidation form to require, if the incident is believed to have been motivated in whole or in substantial part by an actual or perceived personal characteristic including race, national origin, marital status, sex, sexual orientation, gender identity, religion, ancestry, physical attributes, socioeconomic status, familial status, or physical or mental ability or disability, the identification of those personal characteristics, if known; etc.","County Boards of Education - Bullying, Harassment, or Intimidation - Information Collection and Reporting Requirements",In the House - Hearing 1/29 at 1:00 p.m.,Ways and Means,,,,2026-01-14,2026-01-29T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'discriminatio', 'Name': 'Discrimination'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'educatsd', 'Name': 'Education, State Department of'}, {'Code': 'electrcom', 'Name': 'Electronic Communication'}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'harassment', 'Name': 'Harassment -see also- Threats'}, {'Code': 'reports', 'Name': 'Reports'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0015,,,"Delegate Morgan, M.","[{'Name': 'Delegate Morgan, M.'}, {'Name': 'Delegate Arikan'}, {'Name': 'Delegate Chisholm'}, {'Name': 'Delegate Fisher'}, {'Name': 'Delegate Grammer'}, {'Name': 'Delegate Nawrocki'}, {'Name': 'Delegate Szeliga'}]","Altering the definition of a ""public record"" under the Public Information Act to include certain documentary material made by a nonprofit organization that receives $50,000 or more annually from State grants, State bond proceeds, or local impact grants; and altering the applicability of certain rules and limitations under the Public Information Act to include certain nonprofit organizations.",Public Information Act - Public Records - Nonprofit Organizations,"In the House - First Reading Government, Labor, and Elections","Government, Labor, and Elections",,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'p3', 'Name': 'State Government - Regulations and Procedures'}]","[{'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'statea', 'Name': 'State Aid -see also- Public Benefits'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0016,,,Delegate Phillips,[{'Name': 'Delegate Phillips'}],Altering the number of members of the Maryland Parole Commission from 10 to at least 15 but not more than 20 members; altering the appointing authority and method of appointment of parole commissioners; and repealing the authority of the Commission to appoint and utilize hearing examiners.,Correctional Services - Maryland Parole Commission - Members and Hearing Examiners,In the House - First Reading Judiciary,Judiciary,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'e5', 'Name': 'Corrections'}]","[{'Code': 'commitch', 'Name': 'Committee Changes'}, {'Code': 'communfs', 'Name': 'Community Facilities and Services'}, {'Code': 'correcd', 'Name': 'Correction, Division of'}, {'Code': 'educatsb', 'Name': 'Education, State Board of'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'legala', 'Name': 'Legal Aid'}, {'Code': 'mentalbh', 'Name': 'Mental and Behavioral Health -see also- Aut; Cogn; Dev; etc.'}, {'Code': 'parolep', 'Name': 'Parole and Probation'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'policetsc', 'Name': 'Police Training and Standards Commission'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'socialw', 'Name': 'Social Workers'}, {'Code': 'statesa', 'Name': ""State's Attorneys""}, {'Code': 'substaat', 'Name': 'Substance Abuse Treatment'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0017,,SB0277,Delegate Cardin,[{'Name': 'Delegate Cardin'}],"Altering certain criteria for determining the venue for administrative or judicial probate of decedents who were not domiciled in the State; providing that, for purposes of the application of the Maryland inheritance tax, the situs of intangible personal property is the domicile of the decedent; repealing a certain exemption from the Maryland inheritance tax for personal property that passes from a nonresident decedent; etc.",Estates and Trusts - Venue for Administrative and Judicial Probate and Application of Inheritance Tax,In the House - Hearing 2/04 at 1:00 p.m.,Judiciary,,,,2026-01-14,2026-02-04T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'n2', 'Name': 'Estates and Trusts'}, {'Code': 'q7', 'Name': 'Taxes - Miscellaneous'}]","[{'Code': 'beneficiaries', 'Name': 'Beneficiaries'}, {'Code': 'courts', 'Name': ""Courts -see also- AppCt; Circuit; District; Orphans'; etc.""}, {'Code': 'estatetr', 'Name': 'Estates and Trusts -see also- Beneficiaries'}, {'Code': 'exemptions', 'Name': 'Exemptions'}, {'Code': 'financi', 'Name': 'Financial Institutions -see also- Banks; Credit Unions; etc.'}, {'Code': 'inherit', 'Name': 'Inheritance Tax'}, {'Code': 'personp', 'Name': 'Personal Property'}, {'Code': 'personr', 'Name': 'Personal Representatives'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'residency', 'Name': 'Residency -see also- Immigrants and Citizenship'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0018,,,Delegate Vogel,[{'Name': 'Delegate Vogel'}],"Requiring a transportation network company to pay operators, after July 1, 2026, and for any passenger trip originating in the State,  $1.66 per mile and $0.40 per minute, an additional $1.18 per mile for an operator using a wheelchair accessible vehicle, at least $5.00 for any passenger trip, and at least 80% of any cancellation fee charged by a transportation network company; and adjusting the minimum amount paid per mile and per minute by inflation each year.",Transportation Network Companies - Transportation Network Operators - Minimum Payments for Passenger Trips,In the House - Hearing 2/03 at 2:00 p.m.,Environment and Transportation,,,,2026-01-14,2026-02-03T14:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'c5', 'Name': 'Utility Regulation'}, {'Code': 'k3', 'Name': 'Private Sector Labor and Industry'}]","[{'Code': 'consumpi', 'Name': 'Consumer Price Index'}, {'Code': 'motorv', 'Name': 'Motor Vehicles -see also- Aband Veh; Ambulances; Buses; etc.'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'rideshc', 'Name': 'Ridesharing and Carsharing'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}, {'Code': 'urbana', 'Name': 'Urban Areas'}, {'Code': 'utilities', 'Name': 'Utilities -see also- Recycl; Refuse; Sewage; Teleph; Water'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0019,,,Delegate Toles,[{'Name': 'Delegate Toles'}],"Establishing the Maryland Public Service Loan Forgiveness Program to assist in the repayment of higher education loans owed by State employees in order to attract, recruit, and retain these employees; requiring the Office of Student Financial Assistance within the Maryland Higher Education Commission to administer the Program; and requiring the Office to report to the General Assembly on or before January 1 of each year on the implementation of the Program and any effects the Program has on State employee recruitment or retention.",Higher Education - Maryland Public Service Loan Forgiveness Program - Establishment,In the House - First Reading Appropriations,Appropriations,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f2', 'Name': 'Higher Education'}, {'Code': 'p4', 'Name': 'State Government - Personnel'}]","[{'Code': 'awareno', 'Name': 'Awareness and Outreach'}, {'Code': 'budgetmd', 'Name': 'Budget and Management, Department of'}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'higherec', 'Name': 'Higher Education Commission'}, {'Code': 'loans', 'Name': 'Loans -see also- Credit; Mortgages; Scholarships&SFA'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'recruih', 'Name': 'Recruitment and Hiring'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'scholasfa', 'Name': 'Scholarships and Student Financial Aid'}, {'Code': 'statee', 'Name': 'State Employees'}, {'Code': 'stateuc', 'Name': 'State Universities and Colleges'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0020,,SB0017,Delegate Amprey,[{'Name': 'Delegate Amprey'}],Reestablishing a related event promoter's permit in Baltimore City; authorizing the Board of License Commissioners for Baltimore City to issue a related event promoter's permit to certain applicants under certain circumstances; and requiring a holder of a State caterer's license to obtain a certain Class C per diem license from the Board before the holder may act as a participating license holder at a related event.,Baltimore City - Alcoholic Beverages - Related Event Promoter's Permit,"In the House - First Reading Government, Labor, and Elections","Government, Labor, and Elections",,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,True,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'advertising', 'Name': 'Advertising'}, {'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'applica', 'Name': 'Applicants and Applications'}, {'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes""}, {'Code': 'fines', 'Name': 'Fines -see also- Penalties and Sentences'}, {'Code': 'firep', 'Name': 'Fire Protection'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'permits', 'Name': 'Permits -see also- Building Permits'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'speciaev', 'Name': 'Special Events'}, {'Code': 'sportsr', 'Name': 'Sports and Recreation'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0021,,,Delegate Allen,[{'Name': 'Delegate Allen'}],Requiring a vlogger who creates video content that is posted on a social media platform and features a certain child to compensate the child under certain circumstances; establishing requirements on social media platforms relating to deleting video content featuring minor children; and applying certain requirements relating to the labor of minors to children compensated by vloggers.,Social Media Platforms - Vloggers and Video Content Featuring Minors (Child Influencers Protection Act),In the House - Hearing 2/04 at 1:00 p.m.,Economic Matters,,,,2026-01-14,2026-02-04T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'c2', 'Name': 'Business Regulation '}]","[{'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'estatetr', 'Name': 'Estates and Trusts -see also- Beneficiaries'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'socialm', 'Name': 'Social Media'}, {'Code': 'video', 'Name': 'Video'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0022,,,Delegate Schindler,"[{'Name': 'Delegate Schindler'}, {'Name': 'Delegate Behler'}, {'Name': 'Delegate Crutchfield'}, {'Name': 'Delegate Foley'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Kaufman'}, {'Name': 'Delegate Terrasa'}, {'Name': 'Delegate Wu'}]",Requiring a certain correctional facility to return a certain identification card or driver's license to a certain incarcerated individual at or before the time of the individual's release from confinement under certain circumstances; requiring the Commissioner of Corrections and the managing official of a local correctional facility to provide certain forms and work with a certain incarcerated individual to ensure a certain identification card or driver's license is available at the time of release from confinement; etc.,Correctional Services - Incarcerated Individuals - Identification Cards and Driver's Licenses,"In the House - First Reading Government, Labor, and Elections","Government, Labor, and Elections",,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'e5', 'Name': 'Corrections'}]","[{'Code': 'correcd', 'Name': 'Correction, Division of'}, {'Code': 'correci', 'Name': 'Correctional Institutions -see also- Patuxent Institution'}, {'Code': 'driverl', 'Name': ""Drivers' Licenses""}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'identificatio', 'Name': 'Identification -see also- Biometrics; Fingerprinting; DrLics'}, {'Code': 'incarci', 'Name': 'Incarcerated Individuals'}, {'Code': 'motorva', 'Name': 'Motor Vehicle Administration'}, {'Code': 'prerelr', 'Name': 'Prerelease and Reentry'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0023,,,Delegate Woods,[{'Name': 'Delegate Woods'}],Prohibiting the Motor Vehicle Administration from requiring a parent or legal guardian of a minor at least 15 years of age to cosign or be present at the time of submission of the minor's application for an identification card; and requiring the Administration to adopt regulations establishing acceptable forms of documentation  establishing proof of residency that a minor at least 15 years of age may use in an application for an identification card.,Motor Vehicle Administration - Identification Cards - Issuance to Minors,In the House - Hearing 2/05 at 1:00 p.m.,Environment and Transportation,,,,2026-01-14,2026-02-05T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'r2', 'Name': 'Transportation - Generally'}]","[{'Code': 'courts', 'Name': ""Courts -see also- AppCt; Circuit; District; Orphans'; etc.""}, {'Code': 'healthi', 'Name': 'Health Insurance -see also- ACA; HMOs; MCOs'}, {'Code': 'identificatio', 'Name': 'Identification -see also- Biometrics; Fingerprinting; DrLics'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'motorva', 'Name': 'Motor Vehicle Administration'}, {'Code': 'parentg', 'Name': 'Parents and Guardians'}, {'Code': 'privats', 'Name': 'Private Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'publics', 'Name': 'Public Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'residency', 'Name': 'Residency -see also- Immigrants and Citizenship'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'socialser', 'Name': 'Social Services -see also- Public Benefits'}, {'Code': 'youth', 'Name': 'Youth (10-21) -see also- Minors'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0024,,,Delegate Metzgar,[{'Name': 'Delegate Metzgar'}],Authorizing each county board of education to use a chaplain as a volunteer aide in schools to provide support services to students.,County Boards of Education - Volunteer Aides - School Chaplain,In the House - Hearing 1/20 at 1:00 p.m.,Ways and Means,,,,2026-01-14,2026-01-20T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'religion', 'Name': 'Religion -see also- Places of Worship'}, {'Code': 'volunteers', 'Name': 'Volunteers'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0025,,,Delegate Addison,[{'Name': 'Delegate Addison'}],"Altering the circumstances under which an equity court is authorized to grant visitation rights to a grandparent of a child to include that the petition for visitation rights was filed after an action for divorce, annulment, custody, or paternity was filed by a parent of the child; and requiring an equity court to grant certain visitation rights if the child resided with the grandparent for at least 12 months, or the child's parent, who is the child of the grandparent, is deceased, and the court finds it in the best interests of the child.",Family Law - Grandparent Visitation,In the House - Hearing 1/29 at 2:00 p.m.,Judiciary,,,,2026-01-14,2026-01-29T14:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'd4', 'Name': 'Family Law'}]","[{'Code': 'annulment', 'Name': 'Annulment -see also- Divorce; Family Law'}, {'Code': 'childcus', 'Name': 'Child Custody -see also- Visitation'}, {'Code': 'courts', 'Name': ""Courts -see also- AppCt; Circuit; District; Orphans'; etc.""}, {'Code': 'divorce', 'Name': 'Divorce -see also- Annulment; Family Law'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'kinship', 'Name': 'Kinship -see also- Parents and Guardians'}, {'Code': 'parentg', 'Name': 'Parents and Guardians'}, {'Code': 'petitions', 'Name': 'Petitions'}, {'Code': 'visitar', 'Name': 'Visitation Rights -see also- Chlid Custody'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0026,,,Delegate Toles,[{'Name': 'Delegate Toles'}],"Authorizing a county board of education to adopt an open enrollment policy to authorize certain students to attend, free of charge, a public school in a county other than the county where the student is domiciled with the student's parent or guardian, subject to certain requirements; requiring county boards to include certain students in full-time equivalent enrollment counts; and directing certain funding to the county in which certain students are enrolled in a public school under an open enrollment policy.",Public Schools - Open Enrollment - Policies and Funding,In the House - First Reading Ways and Means,Ways and Means,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'discriminatio', 'Name': 'Discrimination'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; etc.'}, {'Code': 'electrd', 'Name': 'Electronic Documents'}, {'Code': 'electrg', 'Name': 'Electronic Government'}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'kinship', 'Name': 'Kinship -see also- Parents and Guardians'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'parentg', 'Name': 'Parents and Guardians'}, {'Code': 'publics', 'Name': 'Public Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'residency', 'Name': 'Residency -see also- Immigrants and Citizenship'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'students', 'Name': 'Students'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}, {'Code': 'waivers', 'Name': 'Waivers'}, {'Code': 'zoningp', 'Name': 'Zoning and Planning'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0027,,,Delegate Wims,[{'Name': 'Delegate Wims'}],"Requiring the Maryland Technology Development Corporation to establish a grant and loan program to provide grants and loans for Long COVID innovation; requiring the Corporation to contract with an independent review committee composed of scientific experts in the field of Long COVID; establishing the Maryland Long COVID Research Fund under the administration of the Corporation as a special, nonlapsing fund; and requiring that the interest earnings of the Fund be credited to the Fund.",Maryland Technology Development Corporation - Long COVID Innovation Grant and Loan Program,In the House - First Reading Health,Health,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}, {'Code': 'c2', 'Name': 'Business Regulation '}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies'}, {'Code': 'applica', 'Name': 'Applicants and Applications'}, {'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'budgets', 'Name': 'Budgets -see also- Capital Budgets'}, {'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'covid', 'Name': 'COVID-19'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'interest', 'Name': 'Interest'}, {'Code': 'loans', 'Name': 'Loans -see also- Credit; Mortgages; Scholarships&SFA'}, {'Code': 'medicac', 'Name': 'Medical Conditions -see also- AIDS; COVID-19; rabies'}, {'Code': 'medicar', 'Name': 'Medical Research'}, {'Code': 'medicatechno', 'Name': 'Medical Technology'}, {'Code': 'medicatr', 'Name': 'Medical Treatments'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}, {'Code': 'treasurers', 'Name': 'Treasurers'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0028,,,Delegate Fair,"[{'Name': 'Delegate Fair'}, {'Name': 'Delegate Miller'}, {'Name': 'Delegate Pasteur'}, {'Name': 'Delegate Patterson'}, {'Name': 'Delegate Schindler'}, {'Name': 'Delegate Stinnett'}, {'Name': 'Delegate Wu'}]",Authorizing the Secretary of Higher Education to allow certain private career schools to advertise certain information and collect contact information from potential new students before receiving a certificate of approval from the Maryland Higher Education Commission to operate a private career school in the State under certain circumstances; requiring an approved private career school to advertise only information relating to the opening of the private career school and include a certain disclosure; etc.,Higher Education - Private Career Schools - Advertising,In the House - Hearing 1/27 at 1:00 p.m.,Appropriations,,,,2026-01-14,2026-01-27T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f2', 'Name': 'Higher Education'}]","[{'Code': 'advertising', 'Name': 'Advertising'}, {'Code': 'applica', 'Name': 'Applicants and Applications'}, {'Code': 'certification', 'Name': 'Certifications'}, {'Code': 'contine', 'Name': 'Continuing Education'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes""}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'higherec', 'Name': 'Higher Education Commission'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'permits', 'Name': 'Permits -see also- Building Permits'}, {'Code': 'privats', 'Name': 'Private Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
